id,venue_id,day,opening_time,closing_time
869,ven_6b77366e314e6f6b72615a526b6f775a646841365758794a496843,0,10,21
870,ven_6b77366e314e6f6b72615a526b6f775a646841365758794a496843,1,10,21
871,ven_6b77366e314e6f6b72615a526b6f775a646841365758794a496843,2,10,21
872,ven_6b77366e314e6f6b72615a526b6f775a646841365758794a496843,3,10,21
873,ven_6b77366e314e6f6b72615a526b6f775a646841365758794a496843,4,10,21
874,ven_6b77366e314e6f6b72615a526b6f775a646841365758794a496843,5,10,21
875,ven_6b77366e314e6f6b72615a526b6f775a646841365758794a496843,6,10,21
876,ven_6f3278704356366a453667526b6f7759527167502d53524a496843,0,12,22
877,ven_6f3278704356366a453667526b6f7759527167502d53524a496843,1,12,22
878,ven_6f3278704356366a453667526b6f7759527167502d53524a496843,2,12,22
879,ven_6f3278704356366a453667526b6f7759527167502d53524a496843,3,12,22
880,ven_6f3278704356366a453667526b6f7759527167502d53524a496843,4,12,22
881,ven_6f3278704356366a453667526b6f7759527167502d53524a496843,5,12,22
882,ven_6f3278704356366a453667526b6f7759527167502d53524a496843,6,12,22
883,ven_6f3970777349416b6b635a526b6f77594a4655377635704a496843,0,17,2
884,ven_6f3970777349416b6b635a526b6f77594a4655377635704a496843,1,17,2
885,ven_6f3970777349416b6b635a526b6f77594a4655377635704a496843,2,17,2
886,ven_6f3970777349416b6b635a526b6f77594a4655377635704a496843,3,17,2
887,ven_6f3970777349416b6b635a526b6f77594a4655377635704a496843,4,17,2
888,ven_6f3970777349416b6b635a526b6f77594a4655377635704a496843,5,17,2
889,ven_6f3970777349416b6b635a526b6f77594a4655377635704a496843,6,17,2
890,ven_6f443454497a4b74587053526b6f775a524d596d6865794a496843,0,17,21
891,ven_6f443454497a4b74587053526b6f775a524d596d6865794a496843,1,17,21
892,ven_6f443454497a4b74587053526b6f775a524d596d6865794a496843,2,17,21
893,ven_6f443454497a4b74587053526b6f775a524d596d6865794a496843,3,17,21
894,ven_6f443454497a4b74587053526b6f775a524d596d6865794a496843,4,17,21
895,ven_6f443454497a4b74587053526b6f775a524d596d6865794a496843,5,17,21
896,ven_6f443454497a4b74587053526b6f775a524d596d6865794a496843,6,17,21
897,ven_6f4d4d585279554f413278526b6f77596c6669713739334a496843,0,12,21
898,ven_6f4d4d585279554f413278526b6f77596c6669713739334a496843,1,12,21
899,ven_6f4d4d585279554f413278526b6f77596c6669713739334a496843,2,12,21
900,ven_6f4d4d585279554f413278526b6f77596c6669713739334a496843,3,12,21
901,ven_6f4d4d585279554f413278526b6f77596c6669713739334a496843,4,12,21
902,ven_6f4d4d585279554f413278526b6f77596c6669713739334a496843,5,12,21
903,ven_6f4d4d585279554f413278526b6f77596c6669713739334a496843,6,12,21
904,ven_6f4e385436506f42426253526b6f775a314c72724e38484a496843,0,11,22
905,ven_6f4e385436506f42426253526b6f775a314c72724e38484a496843,1,11,22
906,ven_6f4e385436506f42426253526b6f775a314c72724e38484a496843,2,11,22
907,ven_6f4e385436506f42426253526b6f775a314c72724e38484a496843,3,11,22
908,ven_6f4e385436506f42426253526b6f775a314c72724e38484a496843,4,11,22
909,ven_6f4e385436506f42426253526b6f775a314c72724e38484a496843,5,11,22
910,ven_6f4e385436506f42426253526b6f775a314c72724e38484a496843,6,11,22
911,ven_6f53534232357872613631526b6f7731336666523634794a496843,0,14,23
912,ven_6f53534232357872613631526b6f7731336666523634794a496843,1,14,23
913,ven_6f53534232357872613631526b6f7731336666523634794a496843,2,14,23
914,ven_6f53534232357872613631526b6f7731336666523634794a496843,3,14,23
915,ven_6f53534232357872613631526b6f7731336666523634794a496843,4,14,3
916,ven_6f53534232357872613631526b6f7731336666523634794a496843,5,14,3
917,ven_6f53534232357872613631526b6f7731336666523634794a496843,6,14,0
918,ven_6f595061526b426975674e526b6f775a3570694e627a4e4a496843,0,11,21
919,ven_6f595061526b426975674e526b6f775a3570694e627a4e4a496843,1,11,21
920,ven_6f595061526b426975674e526b6f775a3570694e627a4e4a496843,2,11,21
921,ven_6f595061526b426975674e526b6f775a3570694e627a4e4a496843,3,11,21
922,ven_6f595061526b426975674e526b6f775a3570694e627a4e4a496843,4,11,21
923,ven_6f595061526b426975674e526b6f775a3570694e627a4e4a496843,5,11,21
924,ven_6f595061526b426975674e526b6f775a3570694e627a4e4a496843,6,11,21
925,ven_6f61432d6942754d737746526b6f775970344a346851524a496843,0,12,22
926,ven_6f61432d6942754d737746526b6f775970344a346851524a496843,1,12,22
927,ven_6f61432d6942754d737746526b6f775970344a346851524a496843,2,12,22
928,ven_6f61432d6942754d737746526b6f775970344a346851524a496843,3,12,22
929,ven_6f61432d6942754d737746526b6f775970344a346851524a496843,4,12,22
930,ven_6f61432d6942754d737746526b6f775970344a346851524a496843,5,11,22
931,ven_6f61432d6942754d737746526b6f775970344a346851524a496843,6,11,22
932,ven_6f735964364b4948356734526b6f77595a6f6d565f55384a496843,0,11,22
933,ven_6f735964364b4948356734526b6f77595a6f6d565f55384a496843,1,11,22
934,ven_6f735964364b4948356734526b6f77595a6f6d565f55384a496843,2,11,22
935,ven_6f735964364b4948356734526b6f77595a6f6d565f55384a496843,3,11,22
936,ven_6f735964364b4948356734526b6f77595a6f6d565f55384a496843,4,11,23
937,ven_6f735964364b4948356734526b6f77595a6f6d565f55384a496843,5,11,23
938,ven_6f735964364b4948356734526b6f77595a6f6d565f55384a496843,6,11,22
939,ven_6f786a366c6d6c51546b72526b6f7759706f54397933474a496843,0,11,23
940,ven_6f786a366c6d6c51546b72526b6f7759706f54397933474a496843,1,11,23
941,ven_6f786a366c6d6c51546b72526b6f7759706f54397933474a496843,2,11,23
942,ven_6f786a366c6d6c51546b72526b6f7759706f54397933474a496843,3,11,23
943,ven_6f786a366c6d6c51546b72526b6f7759706f54397933474a496843,4,11,23
944,ven_6f786a366c6d6c51546b72526b6f7759706f54397933474a496843,5,11,22
945,ven_6f786a366c6d6c51546b72526b6f7759706f54397933474a496843,6,11,23
946,ven_7330663377497968657a68526b6f77594e3139724b51304a496843,0,-1,-1
947,ven_7330663377497968657a68526b6f77594e3139724b51304a496843,1,12,23
948,ven_7330663377497968657a68526b6f77594e3139724b51304a496843,2,11,23
949,ven_7330663377497968657a68526b6f77594e3139724b51304a496843,3,12,23
950,ven_7330663377497968657a68526b6f77594e3139724b51304a496843,4,11,23
951,ven_7330663377497968657a68526b6f77594e3139724b51304a496843,5,11,23
952,ven_7330663377497968657a68526b6f77594e3139724b51304a496843,6,11,22
953,ven_73346149424d7857715942526b6f775a6876736d64304b4a496843,0,11,0
954,ven_73346149424d7857715942526b6f775a6876736d64304b4a496843,1,11,0
955,ven_73346149424d7857715942526b6f775a6876736d64304b4a496843,2,11,0
956,ven_73346149424d7857715942526b6f775a6876736d64304b4a496843,3,11,0
957,ven_73346149424d7857715942526b6f775a6876736d64304b4a496843,4,11,0
958,ven_73346149424d7857715942526b6f775a6876736d64304b4a496843,5,11,0
959,ven_73346149424d7857715942526b6f775a6876736d64304b4a496843,6,11,0
960,ven_73373243427a7677647179526b6f77595a56676549666a4a496843,0,16,23
961,ven_73373243427a7677647179526b6f77595a56676549666a4a496843,1,16,0
962,ven_73373243427a7677647179526b6f77595a56676549666a4a496843,2,16,0
963,ven_73373243427a7677647179526b6f77595a56676549666a4a496843,3,16,0
964,ven_73373243427a7677647179526b6f77595a56676549666a4a496843,4,16,0
965,ven_73373243427a7677647179526b6f77595a56676549666a4a496843,5,16,0
966,ven_73373243427a7677647179526b6f77595a56676549666a4a496843,6,12,22
967,ven_734147386d4d7064594f53526b6f775a7030663358626c4a496843,0,17,22
968,ven_734147386d4d7064594f53526b6f775a7030663358626c4a496843,1,17,22
969,ven_734147386d4d7064594f53526b6f775a7030663358626c4a496843,2,17,22
970,ven_734147386d4d7064594f53526b6f775a7030663358626c4a496843,3,17,22
971,ven_734147386d4d7064594f53526b6f775a7030663358626c4a496843,4,17,23
972,ven_734147386d4d7064594f53526b6f775a7030663358626c4a496843,5,17,23
973,ven_734147386d4d7064594f53526b6f775a7030663358626c4a496843,6,-1,-1
974,ven_7352766d375a61587a6372526b6f775a464e6f644f774e4a496843,0,-1,-1
975,ven_7352766d375a61587a6372526b6f775a464e6f644f774e4a496843,1,17,22
976,ven_7352766d375a61587a6372526b6f775a464e6f644f774e4a496843,2,17,22
977,ven_7352766d375a61587a6372526b6f775a464e6f644f774e4a496843,3,17,22
978,ven_7352766d375a61587a6372526b6f775a464e6f644f774e4a496843,4,17,22
979,ven_7352766d375a61587a6372526b6f775a464e6f644f774e4a496843,5,17,22
980,ven_7352766d375a61587a6372526b6f775a464e6f644f774e4a496843,6,17,22
981,ven_735365637a644a62515946526b6f775a467167495153764a496843,0,11,22
982,ven_735365637a644a62515946526b6f775a467167495153764a496843,1,11,22
983,ven_735365637a644a62515946526b6f775a467167495153764a496843,2,11,22
984,ven_735365637a644a62515946526b6f775a467167495153764a496843,3,11,22
985,ven_735365637a644a62515946526b6f775a467167495153764a496843,4,11,22
986,ven_735365637a644a62515946526b6f775a467167495153764a496843,5,11,22
987,ven_735365637a644a62515946526b6f775a467167495153764a496843,6,11,22
988,ven_73556451754c68694a3032526b6f77594e6f68373256424a496843,0,16,21
989,ven_73556451754c68694a3032526b6f77594e6f68373256424a496843,1,16,21
990,ven_73556451754c68694a3032526b6f77594e6f68373256424a496843,2,16,21
991,ven_73556451754c68694a3032526b6f77594e6f68373256424a496843,3,16,21
992,ven_73556451754c68694a3032526b6f77594e6f68373256424a496843,4,12,22
993,ven_73556451754c68694a3032526b6f77594e6f68373256424a496843,5,12,22
994,ven_73556451754c68694a3032526b6f77594e6f68373256424a496843,6,12,21
995,ven_736667483138515937774c526b6f775a705a305967565f4a496843,0,-1,-1
996,ven_736667483138515937774c526b6f775a705a305967565f4a496843,1,16,22
997,ven_736667483138515937774c526b6f775a705a305967565f4a496843,2,16,22
998,ven_736667483138515937774c526b6f775a705a305967565f4a496843,3,16,22
999,ven_736667483138515937774c526b6f775a705a305967565f4a496843,4,16,23
1000,ven_736667483138515937774c526b6f775a705a305967565f4a496843,5,16,23
1001,ven_736667483138515937774c526b6f775a705a305967565f4a496843,6,16,22
1002,ven_736b33656f702d3178326d526b6f77594a46747a385f5f4a496843,0,11,23
1003,ven_736b33656f702d3178326d526b6f77594a46747a385f5f4a496843,1,11,23
1004,ven_736b33656f702d3178326d526b6f77594a46747a385f5f4a496843,2,11,23
1005,ven_736b33656f702d3178326d526b6f77594a46747a385f5f4a496843,3,11,23
1006,ven_736b33656f702d3178326d526b6f77594a46747a385f5f4a496843,4,11,0
1007,ven_736b33656f702d3178326d526b6f77594a46747a385f5f4a496843,5,11,0
1008,ven_736b33656f702d3178326d526b6f77594a46747a385f5f4a496843,6,11,23
1009,ven_7376556d395f614c53746f526b6f775a4e566d7377655f4a496843,0,12,22
1010,ven_7376556d395f614c53746f526b6f775a4e566d7377655f4a496843,1,12,22
1011,ven_7376556d395f614c53746f526b6f775a4e566d7377655f4a496843,2,12,22
1012,ven_7376556d395f614c53746f526b6f775a4e566d7377655f4a496843,3,12,22
1013,ven_7376556d395f614c53746f526b6f775a4e566d7377655f4a496843,4,12,22
1014,ven_7376556d395f614c53746f526b6f775a4e566d7377655f4a496843,5,12,22
1015,ven_7376556d395f614c53746f526b6f775a4e566d7377655f4a496843,6,12,22
1016,ven_7379566367365444366462526b6f775a70384d744f38354a496843,0,8,0
1017,ven_7379566367365444366462526b6f775a70384d744f38354a496843,1,8,0
1018,ven_7379566367365444366462526b6f775a70384d744f38354a496843,2,8,0
1019,ven_7379566367365444366462526b6f775a70384d744f38354a496843,3,8,0
1020,ven_7379566367365444366462526b6f775a70384d744f38354a496843,4,8,0
1021,ven_7379566367365444366462526b6f775a70384d744f38354a496843,5,10,0
1022,ven_7379566367365444366462526b6f775a70384d744f38354a496843,6,10,0
1023,ven_7733766951725664516f7a526b6f7759686f70335f79704a496843,0,11,22
1024,ven_7733766951725664516f7a526b6f7759686f70335f79704a496843,1,11,22
1025,ven_7733766951725664516f7a526b6f7759686f70335f79704a496843,2,11,22
1026,ven_7733766951725664516f7a526b6f7759686f70335f79704a496843,3,11,22
1027,ven_7733766951725664516f7a526b6f7759686f70335f79704a496843,4,11,23
1028,ven_7733766951725664516f7a526b6f7759686f70335f79704a496843,5,11,23
1029,ven_7733766951725664516f7a526b6f7759686f70335f79704a496843,6,11,22
1030,ven_774d7a7a4d797276745762526b6f77597449454e6562614a496843,0,16,22
1031,ven_774d7a7a4d797276745762526b6f77597449454e6562614a496843,1,16,22
1032,ven_774d7a7a4d797276745762526b6f77597449454e6562614a496843,2,16,22
1033,ven_774d7a7a4d797276745762526b6f77597449454e6562614a496843,3,16,23
1034,ven_774d7a7a4d797276745762526b6f77597449454e6562614a496843,4,16,23
1035,ven_774d7a7a4d797276745762526b6f77597449454e6562614a496843,5,16,23
1036,ven_774d7a7a4d797276745762526b6f77597449454e6562614a496843,6,-1,-1
1037,ven_775373576f773733303343526b6f775a68634f4c34776c4a496843,0,16,22
1038,ven_775373576f773733303343526b6f775a68634f4c34776c4a496843,1,16,22
1039,ven_775373576f773733303343526b6f775a68634f4c34776c4a496843,2,16,22
1040,ven_775373576f773733303343526b6f775a68634f4c34776c4a496843,3,16,22
1041,ven_775373576f773733303343526b6f775a68634f4c34776c4a496843,4,16,23
1042,ven_775373576f773733303343526b6f775a68634f4c34776c4a496843,5,11,0
1043,ven_775373576f773733303343526b6f775a68634f4c34776c4a496843,6,11,22
1044,ven_77667a36446e4432637273526b6f775a742d316366516c4a496843,0,11,17
1045,ven_77667a36446e4432637273526b6f775a742d316366516c4a496843,1,11,17
1046,ven_77667a36446e4432637273526b6f775a742d316366516c4a496843,2,11,17
1047,ven_77667a36446e4432637273526b6f775a742d316366516c4a496843,3,11,17
1048,ven_77667a36446e4432637273526b6f775a742d316366516c4a496843,4,11,17
1049,ven_77667a36446e4432637273526b6f775a742d316366516c4a496843,5,11,17
1050,ven_77667a36446e4432637273526b6f775a742d316366516c4a496843,6,-1,-1
1051,ven_77686b76675f51577a7053526b6f775a356b52654665324a496843,0,11,21
1052,ven_77686b76675f51577a7053526b6f775a356b52654665324a496843,1,11,21
1053,ven_77686b76675f51577a7053526b6f775a356b52654665324a496843,2,11,21
1054,ven_77686b76675f51577a7053526b6f775a356b52654665324a496843,3,11,21
1055,ven_77686b76675f51577a7053526b6f775a356b52654665324a496843,4,11,21
1056,ven_77686b76675f51577a7053526b6f775a356b52654665324a496843,5,11,21
1057,ven_77686b76675f51577a7053526b6f775a356b52654665324a496843,6,11,20
1436,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,0,6,1
1437,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,1,6,1
1438,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,2,6,1
1439,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,3,6,1
1440,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,4,6,1
1441,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,5,6,1
1442,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,6,6,1
1443,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,0,6,1
1444,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,1,6,1
1445,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,2,6,1
1446,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,3,6,1
1447,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,4,6,1
1448,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,5,6,1
1449,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,6,6,1
1450,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,0,9,19
1451,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,1,-1,-1
1452,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,2,9,19
1453,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,3,9,19
1454,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,4,9,19
1455,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,5,9,19
1456,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,6,9,19
1457,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,0,8,0
1458,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,1,8,0
1459,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,2,8,0
1460,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,3,8,0
1461,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,4,8,0
1462,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,5,8,0
1463,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,6,8,0
1464,ven_344c49766b705544393465526b6f77327244307a4159434a496843,0,-1,-1
1465,ven_344c49766b705544393465526b6f77327244307a4159434a496843,1,12,16
1466,ven_344c49766b705544393465526b6f77327244307a4159434a496843,2,12,16
1467,ven_344c49766b705544393465526b6f77327244307a4159434a496843,3,12,16
1468,ven_344c49766b705544393465526b6f77327244307a4159434a496843,4,12,16
1469,ven_344c49766b705544393465526b6f77327244307a4159434a496843,5,12,17
1470,ven_344c49766b705544393465526b6f77327244307a4159434a496843,6,12,17
1471,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,0,16,22
1472,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,1,16,22
1473,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,2,16,22
1474,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,3,16,22
1475,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,4,15,23
1476,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,5,12,23
1477,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,6,12,20
1478,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,0,6,1
1479,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,1,6,1
1480,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,2,6,1
1481,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,3,6,1
1482,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,4,6,1
1483,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,5,6,1
1484,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,6,6,1
1485,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,0,9,0
1486,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,1,9,0
1487,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,2,9,0
1488,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,3,9,0
1489,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,4,9,0
1490,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,5,9,0
1491,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,6,9,0
1492,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,0,6,1
1493,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,1,6,1
1494,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,2,6,1
1495,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,3,6,1
1496,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,4,6,1
1497,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,5,6,1
1498,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,6,6,0
1499,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,0,6,1
1500,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,1,6,1
1501,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,2,6,1
1502,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,3,6,1
1503,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,4,6,1
1504,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,5,6,1
1505,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,6,6,1
1506,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,0,-1,-1
1507,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,1,-1,-1
1508,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,2,13,16
1509,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,3,13,16
1510,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,4,13,16
1511,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,5,13,16
1512,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,6,13,16
1513,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,0,-1,-1
1514,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,1,10,18
1515,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,2,10,18
1516,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,3,10,18
1517,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,4,10,18
1518,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,5,10,18
1519,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,6,10,18
1520,ven_386231727a6a50624d4c4b526b6f775a642d45556a54644a496843,0,9,20
1521,ven_386231727a6a50624d4c4b526b6f775a642d45556a54644a496843,1,9,20
1522,ven_386231727a6a50624d4c4b526b6f775a642d45556a54644a496843,2,9,20
1523,ven_386231727a6a50624d4c4b526b6f775a642d45556a54644a496843,3,9,20
1524,ven_386231727a6a50624d4c4b526b6f775a642d45556a54644a496843,4,9,20
1525,ven_386231727a6a50624d4c4b526b6f775a642d45556a54644a496843,5,9,20
1526,ven_386231727a6a50624d4c4b526b6f775a642d45556a54644a496843,6,9,20
1527,ven_3862337a354c4c54387375526b6f7759706a2d304951714a496843,0,7,0
1528,ven_3862337a354c4c54387375526b6f7759706a2d304951714a496843,1,7,0
1529,ven_3862337a354c4c54387375526b6f7759706a2d304951714a496843,2,7,0
1530,ven_3862337a354c4c54387375526b6f7759706a2d304951714a496843,3,7,0
1531,ven_3862337a354c4c54387375526b6f7759706a2d304951714a496843,4,7,0
1532,ven_3862337a354c4c54387375526b6f7759706a2d304951714a496843,5,7,0
1533,ven_3862337a354c4c54387375526b6f7759706a2d304951714a496843,6,7,0
1534,ven_38645155503361334d3934526b6f7759355956627538384a496843,0,10,17
1535,ven_38645155503361334d3934526b6f7759355956627538384a496843,1,10,17
1536,ven_38645155503361334d3934526b6f7759355956627538384a496843,2,10,17
1537,ven_38645155503361334d3934526b6f7759355956627538384a496843,3,10,17
1538,ven_38645155503361334d3934526b6f7759355956627538384a496843,4,10,17
1539,ven_38645155503361334d3934526b6f7759355956627538384a496843,5,10,17
1540,ven_38645155503361334d3934526b6f7759355956627538384a496843,6,10,17
1541,ven_3866497051714e61656e4b526b6f7759683141556f5a544a496843,0,12,20
1542,ven_3866497051714e61656e4b526b6f7759683141556f5a544a496843,1,12,20
1543,ven_3866497051714e61656e4b526b6f7759683141556f5a544a496843,2,12,20
1544,ven_3866497051714e61656e4b526b6f7759683141556f5a544a496843,3,12,20
1545,ven_3866497051714e61656e4b526b6f7759683141556f5a544a496843,4,12,20
1546,ven_3866497051714e61656e4b526b6f7759683141556f5a544a496843,5,11,20
1547,ven_3866497051714e61656e4b526b6f7759683141556f5a544a496843,6,11,19
1548,ven_386953773374434b6b5269526b6f7732547950655a52534a496843,0,6,1
1549,ven_386953773374434b6b5269526b6f7732547950655a52534a496843,1,6,1
1550,ven_386953773374434b6b5269526b6f7732547950655a52534a496843,2,6,1
1551,ven_386953773374434b6b5269526b6f7732547950655a52534a496843,3,6,1
1552,ven_386953773374434b6b5269526b6f7732547950655a52534a496843,4,6,1
1553,ven_386953773374434b6b5269526b6f7732547950655a52534a496843,5,6,1
1554,ven_386953773374434b6b5269526b6f7732547950655a52534a496843,6,6,0
1555,ven_386b4c712d792d70556e33526b6f77596c5f66384652324a496843,0,10,18
1556,ven_386b4c712d792d70556e33526b6f77596c5f66384652324a496843,1,10,18
1557,ven_386b4c712d792d70556e33526b6f77596c5f66384652324a496843,2,10,18
1558,ven_386b4c712d792d70556e33526b6f77596c5f66384652324a496843,3,10,18
1559,ven_386b4c712d792d70556e33526b6f77596c5f66384652324a496843,4,10,18
1560,ven_386b4c712d792d70556e33526b6f77596c5f66384652324a496843,5,10,19
1561,ven_386b4c712d792d70556e33526b6f77596c5f66384652324a496843,6,10,18
1562,ven_4132676164315471633870526b6f775a3138534d6154384a496843,0,6,1
1563,ven_4132676164315471633870526b6f775a3138534d6154384a496843,1,6,1
1564,ven_4132676164315471633870526b6f775a3138534d6154384a496843,2,6,1
1565,ven_4132676164315471633870526b6f775a3138534d6154384a496843,3,6,1
1566,ven_4132676164315471633870526b6f775a3138534d6154384a496843,4,6,1
1567,ven_4132676164315471633870526b6f775a3138534d6154384a496843,5,6,1
1568,ven_4132676164315471633870526b6f775a3138534d6154384a496843,6,6,1
1569,ven_41434b554a474f30326d2d526b6f77594a6153713854734a496843,0,10,18
1570,ven_41434b554a474f30326d2d526b6f77594a6153713854734a496843,1,10,18
1571,ven_41434b554a474f30326d2d526b6f77594a6153713854734a496843,2,10,18
1572,ven_41434b554a474f30326d2d526b6f77594a6153713854734a496843,3,10,18
1573,ven_41434b554a474f30326d2d526b6f77594a6153713854734a496843,4,10,18
1574,ven_41434b554a474f30326d2d526b6f77594a6153713854734a496843,5,10,18
1575,ven_41434b554a474f30326d2d526b6f77594a6153713854734a496843,6,10,18
1576,ven_41546174395076324a4a4a526b6f77594a4b5a6d53634b4a496843,0,6,1
1577,ven_41546174395076324a4a4a526b6f77594a4b5a6d53634b4a496843,1,6,1
1578,ven_41546174395076324a4a4a526b6f77594a4b5a6d53634b4a496843,2,6,1
1579,ven_41546174395076324a4a4a526b6f77594a4b5a6d53634b4a496843,3,6,1
1580,ven_41546174395076324a4a4a526b6f77594a4b5a6d53634b4a496843,4,6,1
1581,ven_41546174395076324a4a4a526b6f77594a4b5a6d53634b4a496843,5,6,1
1582,ven_41546174395076324a4a4a526b6f77594a4b5a6d53634b4a496843,6,6,1
1583,ven_415658356c724c57637158526b6f7759355966794556494a496843,0,-1,-1
1584,ven_415658356c724c57637158526b6f7759355966794556494a496843,1,11,17
1585,ven_415658356c724c57637158526b6f7759355966794556494a496843,2,11,17
1586,ven_415658356c724c57637158526b6f7759355966794556494a496843,3,11,17
1587,ven_415658356c724c57637158526b6f7759355966794556494a496843,4,11,20
1588,ven_415658356c724c57637158526b6f7759355966794556494a496843,5,11,17
1589,ven_415658356c724c57637158526b6f7759355966794556494a496843,6,11,17
1590,ven_41633250634c684c2d2d78526b6f775956567774752d6b4a496843,0,0,0
1591,ven_41633250634c684c2d2d78526b6f775956567774752d6b4a496843,1,0,0
1592,ven_41633250634c684c2d2d78526b6f775956567774752d6b4a496843,2,0,0
1593,ven_41633250634c684c2d2d78526b6f775956567774752d6b4a496843,3,0,0
1594,ven_41633250634c684c2d2d78526b6f775956567774752d6b4a496843,4,0,0
1595,ven_41633250634c684c2d2d78526b6f775956567774752d6b4a496843,5,0,0
1596,ven_41633250634c684c2d2d78526b6f775956567774752d6b4a496843,6,0,0
1597,ven_416b786c6558446c49774b526b6f7751427045636154504a496843,0,9,17
1598,ven_416b786c6558446c49774b526b6f7751427045636154504a496843,1,9,17
1599,ven_416b786c6558446c49774b526b6f7751427045636154504a496843,2,9,17
1600,ven_416b786c6558446c49774b526b6f7751427045636154504a496843,3,9,17
1601,ven_416b786c6558446c49774b526b6f7751427045636154504a496843,4,9,17
1602,ven_416b786c6558446c49774b526b6f7751427045636154504a496843,5,9,17
