original_ven_id,hash_ven_id,latitude,longitude,zone_id,name,address,venue_type,rating,price,type_mod,zone_group,image,description,location_id,venue_mod_type
ven_4546756a7858704b6e724c526b6f7759686f55346e30354a496843,38490545,40.7821,-73.9806,239,RedFarm,"2170 Broadway New York, NY 10024 United States",CHINESE_RESTAURANT,4.3,3.0,Chinese Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/06/da/f8/97/stand-up-new-york.jpg,"RedFarm is a farm-to-table restaurant that serves American and Chinese cuisine. The restaurant is located in New York City. The menu features dishes such as Peking duck, dumplings, and noodles. The restaurant also has a bar and a wine list.",0,Chinese Restaurant
ven_454a426f344a7a6c764a74526b6f7759525f767035794b4a496843,90614009,40.7735,-73.9788,142,The Leopard at des Artistes,"1 W 67th St New York, NY 10023 United States",ITALIAN_RESTAURANT,4.4,4.0,Italian Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/0e/0c/c9/12/madison-is-hamming-it.jpg,"The Leopard at des Artistes is a classic New York City restaurant located in the heart of the Upper West Side. The restaurant is situated in a historic townhouse on a quiet, tree-lined street, and features a charming outdoor patio where guests can enjoy t",0,Italian Restaurant
ven_454b716e73544e6e535f74526b6f7759683159304f37494a496843,23432873,40.7675,-73.984,48,ABA Turkish Restaurant,"325 W 57th St New York, NY 10019 United States",RESTAURANT,4.3,2.0,Restaurant,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/08/4c/6c/43/products.jpg,"ABA Turkish Restaurant is a traditional Turkish restaurant located in the heart of Istanbul. The restaurant offers a wide variety of Turkish dishes, including kebabs, stews, rice dishes, and desserts. The atmosphere is casual and relaxed, and the service ",0,Restaurant
ven_454e45337a4148416b4d37526b6f775a564956534632774a496843,80210095,40.727,-73.9946,114,C'H'C'M',"2 Bond St New York, NY 10012 United States",APPAREL,4.6,-1.0,Fashion Convenience,Lower Manhattan,https://oaidalleapiprodscus.blob.core.windows.net/private/org-jGKlYxnaMuqEvd6EepOGn6fH/user-aymO9XagO63Y8m7z3r0a0Fg7/img-ow2kbNEkkIahdawywucxdURo.png?st=2023-08-01T15%3A56%3A37Z&se=2023-08-01T17%3A56%3A37Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/pn,"The C'H'C'M' is a music venue located in the heart of the city. It has a capacity of 500 people and is known for its intimate setting. The venue is equipped with a state-of-the-art sound system and lighting, and has a variety of seating options to choose ",0,Fashion Convenience
ven_454e4e686e4a7046453659526b6f775a6c3673525158614a496843,14231569,40.7484,-73.9857,164,Empire State Building,"20 W 34th St. New York, NY 10001 United States",TOURIST_DESTINATION,4.7,-1.0,Tourist Destination,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/1b/c2/e0/61/open-daily-11am-11pm.jpg,"The Empire State Building is the World's Most Famous Building. It rises 1,454 ft from ground to antenna & features the only 360 degree open-air vantage point of Midtown. The 86th & 102nd Fl Observatories are open daily, see esbnyc.com for hours. On a clea",104365,Tourist Destination
ven_454f634678633041735971526b6f7759317230696763504a496843,8515827,40.7764,-73.9567,236,Toloache,"166 E 82nd St #2b New York, NY 10028 United States",MEXICAN_RESTAURANT,4.4,3.0,Mexican Restaurant,Upper East Side,https://media-cdn.tripadvisor.com/media/photo-l/0a/a8/aa/b6/professor-lear-explains.jpg,"Toloache is a Mexican restaurant in New York City. The menu features traditional Mexican dishes, as well as modern interpretations of classic Mexican cuisine. The restaurant has a casual atmosphere, with exposed brick walls and wooden tables. The restaura",0,Mexican Restaurant
ven_4550537033587663775f54526b6f775a744869415761754a496843,78375719,40.7832,-73.9573,236,Paola's Osteria,"1246 Madison Ave New York, NY 10128 United States",PIZZA_RESTAURANT,4.2,-1.0,Pizza Restaurant,Upper East Side,https://media-cdn.tripadvisor.com/media/photo-l/08/3f/f2/7d/photo0jpg.jpg,"Paola's Osteria is a charming Italian restaurant located in the heart of the historic district of Charleston, South Carolina. The restaurant is housed in a beautifully restored 18th century building, and features a cozy dining room with exposed brick wall",4523254,Pizza Restaurant
ven_4551746438656c42365158526b6f775a4e3641514a5a6b4a496843,39280116,40.7395,-73.9926,234,MUJI Chelsea,"16 W 19th St New York, NY 10011 United States",SHOPPING_CENTER,4.5,-1.0,Shopping Center,Chelsea/Greenwhich market,https://media-cdn.tripadvisor.com/media/photo-l/1a/db/82/4b/getlstd-property-photo.jpg,"The MUJI Chelsea store is a clean and modern space located in the heart of Chelsea. The store offers a wide range of MUJI products, from clothes and household items to furniture and stationery. The store is well-lit and spacious, with a minimalistic desig",0,Shopping Center
ven_4551794f68546b79476d6a526b6f77595a323839705a6e4a496843,30764981,40.7797,-73.9903,143,Pier I,"Riverside Park South New York, NY 10069 United States",FISHING,4.7,-1.0,Fishing,Upper West Side,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=Aaw_FcL3iqoaC1DAqVE6B2mfJpulrcJwneypTlcU-yIhP5gtcMkg7BXDhHnRr4fU8b32vWkPHc6illM-jBdWucJ70xnURmYwx1DEdHT-ONN8PuUHAxVkrruvPiMDqX923I8vj8SV-Ym5Qg58Q18HpkcCztqwo3XvoQW-w7vGfEemWZch8h,"When it comes to panoramic views of lower Manhattan, Pier 1 is the place to be. Whether you’re taking a leisurely stroll, sinking into a good book or looking out at the harbor, this outstanding open space provides scenery to spare",,FISHING
ven_45526743724b6275446346526b6f77616443703474574a4a496843,35376122,40.7829,-73.9789,239,Jing Fong - UWS,"380 Amsterdam Ave New York, NY 10013 United States",CHINESE_RESTAURANT,4.0,2.0,Chinese Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/0b/eb/fb/1c/best-part-of-the-place.jpg,Jing Fong is a Chinese restaurant located on the Upper West Side of Manhattan. The restaurant is large and can accommodate up to 700 people. The decor is traditional Chinese and the menu features a variety of Chinese dishes. Jing Fong is open for lunch an,0,Chinese Restaurant
ven_45566b4479733438494a61526b6f775952704d3242546a4a496843,34731967,40.7762,-73.9627,236,Acquavella,"18 E 79th St New York, NY 10075 United States",ARTS,4.6,-1.0,Art,Upper East Side,https://media-cdn.tripadvisor.com/media/photo-l/17/50/25/04/portrait-and-painting.jpg,The Acquavella is a modern art museum in New York City. The museum is home to a collection of contemporary and modern art. The museum is located in a converted townhouse on the Upper East Side of Manhattan. The museum was founded in 1991 by Bill Acquavell,17389195,Art
ven_455767536751545570386d526b6f775a704e49672d56534a496843,78493959,40.7604,-73.9879,48,Gotham Gifts,"767 8th Ave New York, NY 10036 United States",GIFTS,5.0,-1.0,Gifts & Souvenirs,Midtown Manhattan,https://oaidalleapiprodscus.blob.core.windows.net/private/org-jGKlYxnaMuqEvd6EepOGn6fH/user-aymO9XagO63Y8m7z3r0a0Fg7/img-GGU5xedFCUI69WxkgRBKKUA1.png?st=2023-08-01T15%3A56%3A46Z&se=2023-08-01T17%3A56%3A46Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/pn,"Gotham Gifts is a unique gift shop located in the heart of Gotham City. The shop specializes in unique and hard-to-find gifts, and also offers a wide variety of services, including gift wrapping and custom gift baskets. Gotham Gifts is the perfect place t",3572432,Gifts & Souvenirs
ven_4557736c70763768333575526b6f775974592d573133714a496843,27144611,40.7787,-73.9775,239,Patsy's Pizzeria,"61 W 74th St New York, NY 10023 United States",PIZZA_RESTAURANT,4.3,2.0,Pizza Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/13/d5/2b/d9/barbershop-museum.jpg,"One of a kind operating barbershop where haircut and shaves is performed in an atmosphere of the beginning of XX century. All guests would get a pleasure to go back to the earlies 1900, the beginning of the modern history of barbershops ambitiously decora",14914757,Pizza Restaurant
ven_455946676359706d47646e526b6f77595a5f4c735033704a496843,20676486,40.7686,-73.9825,142,BOSS Store,"10 Columbus Cir #106 New York, NY 10019 United States",APPAREL,3.8,4.0,Fashion Convenience,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-f/0a/cb/13/0e/rose-theater-view-from.jpg,"The BOSS Store is a high-end clothing store that specializes in men's and women's clothing. The store is located in the heart of downtown Los Angeles and is known for its trendy and stylish clothing. The store also carries a wide range of accessories, inc",10138408,Fashion Convenience
ven_45594a653355315a67485a526b6f775a647548466537304a496843,78191847,40.793,-73.9724,238,Plum Vietnamese Restaurant,"210 W 94th St New York, NY 10025 United States",ASIAN_RESTAURANT,4.6,2.0,Asian Restaurant,Upper West Side,https://oaidalleapiprodscus.blob.core.windows.net/private/org-jGKlYxnaMuqEvd6EepOGn6fH/user-aymO9XagO63Y8m7z3r0a0Fg7/img-D06sH9YUIB55o6gix67CKL9D.png?st=2023-08-01T15%3A56%3A53Z&se=2023-08-01T17%3A56%3A53Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/pn,"Plum Vietnamese Restaurant is located in the heart of downtown Toronto. The restaurant is situated on the second floor of a historic building, and features a beautiful view of the city skyline. The menu at Plum Vietnamese Restaurant features a wide variet",14169772,Asian Restaurant
ven_4565635872326c5643414d526b6f775a70364b4e5452304a496843,37673332,40.7507,-73.9856,164,Wow! Custom Tees,"47 W 36 St ground floor New York, NY 10018 United States",APPAREL,4.3,-1.0,Fashion Convenience,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/1d/8e/ef/b4/memorial.jpg,"Wow! Custom Tees is a printing company that specializes in custom t-shirts. They have a wide variety of colors and styles to choose from, and they can print your design on any type of shirt you want. They also have a wide variety of other products that th",23575285,Fashion Convenience
ven_45686d5f4b314856766e31526b6f77334c4a30316453394a496843,71671902,40.7956,-73.9707,238,Baazi Nyc,"2588 Broadway New York, NY 10025 United States",INDIAN_RESTAURANT,4.0,-1.0,Indian Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/16/77/de/31/reception.jpg,"Baazi Nyc is a restaurant and bar located in the heart of New York City. The venue offers a variety of food and drink options, as well as a variety of entertainment options. The venue is perfect for a night out with friends or a romantic evening.",0,Indian Restaurant
ven_456a3266757a4250707a4e526b6f775a524135576738364a496843,79233110,40.771,-73.9662,237,The RealReal,"870 Madison Ave New York, NY 10021 United States",SHOPPING,2.7,-1.0,Fashion Convenience,Upper East Side,https://oaidalleapiprodscus.blob.core.windows.net/private/org-jGKlYxnaMuqEvd6EepOGn6fH/user-aymO9XagO63Y8m7z3r0a0Fg7/img-Bx8wPNdkEe9iQGPHqQSdlMRP.png?st=2023-08-01T15%3A57%3A01Z&se=2023-08-01T17%3A57%3A01Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/pn,"The RealReal is an online luxury consignment store that offers designer fashion, jewelry, watches, and home décor. The company was founded in 2011 and is headquartered in San Francisco, California. The RealReal has a team of experts who authenticate and a",555483,Fashion Convenience
ven_456c694e4c624c6f555862526b6f7759566c74633152704a496843,56204154,40.7592,-73.9854,230,Grand Slam New York,"1557 Broadway New York, NY 10036 United States",SOUVENIR_SHOP,4.3,-1.0,Gifts & Souvenirs,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-f/03/57/19/34/grand-slam-new-york.jpg,"Grand Slam New York is a premier destination for tennis and squash in the heart of New York City. Located on the Upper West Side, the club features 18 tennis courts, a state-of-the-art squash center, a full-service spa, a world-class fitness center, and m",0,Gifts & Souvenirs
ven_456c6a3469774243445068526b6f775a3172364d5378424a496843,99462279,40.7388,-73.9991,90,Westside Market NYC,"77 7th Ave New York, NY 10011 United States",GROCERY,4.2,2.0,Neighborhood Market,Chelsea/Greenwhich market,https://oaidalleapiprodscus.blob.core.windows.net/private/org-jGKlYxnaMuqEvd6EepOGn6fH/user-aymO9XagO63Y8m7z3r0a0Fg7/img-t1ALGROtOGvwF2ysJ3aaq19p.png?st=2023-08-01T15%3A57%3A09Z&se=2023-08-01T17%3A57%3A09Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/pn,"Westside Market NYC is located on the Upper West Side of Manhattan, between Columbus Avenue and Amsterdam Avenue. The market is housed in a historic building that was built in 1884, and it features a variety of vendors selling fresh produce, meats, seafoo",15238955,Neighborhood Market
ven_456e54656a5a6276575936526b6f775a4e2d43744f5f644a496843,73570343,40.7796,-73.9553,236,Old Navy,"147 East 86th St New York, NY 10028 United States",APPAREL,4.5,-1.0,Fashion Convenience,Upper East Side,https://media-cdn.tripadvisor.com/media/photo-l/0f/87/f1/ac/photo0jpg.jpg,"Old Navy is a retail chain that specializes in affordable clothing and accessories for men, women, and children. The store's aesthetic is casual and trendy, and its merchandise includes everything from jeans and t-shirts to dresses and outerwear. Old Navy",0,Fashion Convenience
ven_45726a5056536837314f32526b6f775a706177714132434a496843,85773942,40.7546,-73.9847,100,Whole Foods Market,"1095 6th Ave New York, NY 10036 United States",GROCERY,4.4,3.0,Neighborhood Market,Chelsea/Greenwhich market,https://media-cdn.tripadvisor.com/media/photo-l/19/8c/35/4c/photo1jpg.jpg,"Whole Foods Market is a grocery store chain specializing in organic and natural foods. The store offers a wide variety of produce, meat, seafood, dairy, and packaged goods. There is also a hot food bar, a salad bar, and a coffee bar. The store also offers",19120001,Neighborhood Market
ven_45767a5a37493134595157526b6f775964324e424e65734a496843,30429096,40.7772,-73.9895,143,Riverside Park South,"Riverside Blvd New York, NY 10069 United States",PARK,4.8,-1.0,Park,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-f/17/34/29/fc/caption.jpg,"Riverside Park South is a large park located in New York City. The park spans from 72nd Street to 59th Street along the Hudson River. The park is home to many different amenities, including a playground, a dog run, a basketball court, and a picnic area. T",0,Park
ven_4932505970545878416d71526b6f775a4a75666b6630474a496843,54551044,40.7686,-73.9832,142,Bad Roman,"10 Columbus Cir New York, NY 10019 United States",RESTAURANT,3.9,-1.0,Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/06/16/e4/a0/the-shops-at-columbus.jpg,"The Shops at Columbus Circle, located in Time Warner Center in the heart of Manhattan, is an iconic indoor and public destination that attracts more than 16 million visitors annually. It's the place to shop, dine, live, work and be entertained. The soarin",587758,Restaurant
ven_4935413664674943595a53526b6f775a743776425656564a496843,21844013,40.744,-73.999,90,Chelsea Exclusive New York ny,"222 8th Ave New York, NY 10011 United States",APPAREL,4.7,-1.0,Fashion Convenience,Chelsea/Greenwhich market,https://oaidalleapiprodscus.blob.core.windows.net/private/org-jGKlYxnaMuqEvd6EepOGn6fH/user-aymO9XagO63Y8m7z3r0a0Fg7/img-v5RlMFHXyWUvxxne9ewXqPd3.png?st=2023-08-01T15%3A57%3A17Z&se=2023-08-01T17%3A57%3A17Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/pn,"Chelsea Exclusive is a premier New York City venue that offers a unique and unparalleled experience for any special occasion. Nestled in the heart of Chelsea, this hidden gem is the perfect setting for an unforgettable night out. With its sleek and modern",0,Fashion Convenience
ven_4945542d5a7655334d6a57526b6f7759523172664f56384a496843,2412410,40.7564,-73.9888,100,Restaurant Above,"234 W 42nd St New York, NY 10036 United States",AMERICAN_RESTAURANT,4.3,3.0,American Restaurant,Chelsea/Greenwhich market,https://media-cdn.tripadvisor.com/media/photo-l/0a/26/87/ef/city-sightseeing-new.jpg,"Restaurant Above is a fine dining establishment that overlooks the cityscape of downtown Los Angeles. The restaurant features a menu of contemporary American cuisine with French influences, and offers an extensive wine list. The dining room is elegant and",0,American Restaurant
ven_494a68323156454c57744d526b6f775935666f68472d764a496843,32999037,40.7623,-73.9739,163,Gucci,"725 5th Ave New York, NY 10022 United States",APPAREL,4.3,4.0,Fashion Convenience,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/0c/e9/47/f1/photo2jpg.jpg,"Gucci is a high-end fashion brand specializing in luxury goods, such as clothing, handbags, shoes, and jewelry. The brand is known for its quality craftsmanship and Italian-inspired designs. Gucci is one of the most valuable brands in the world, with a 20",4471749,Fashion Convenience
ven_494d30494477545a4a657a526b6f7759563531734432524a496843,9773778,40.7798,-73.9599,236,La Boutique Resale Consignments,"1132 Madison Ave 2nd Floor New York, NY 10028 United States",SHOPPING,4.2,-1.0,Fashion Convenience,Upper East Side,https://media-cdn.tripadvisor.com/media/daodao/photo-l/03/bc/07/76/encore.jpg,"La Boutique Resale Consignments is a women's clothing consignment store located in the heart of downtown Los Angeles. The store specializes in designer and high-end clothing, shoes, and accessories, and carries items from a wide range of brands. La Boutiq",0,Fashion Convenience
ven_495374556d36693165436d526b6f775a464558707631774a496843,22721619,40.7629,-73.9754,163,Felice 56,"15 W 56th St New York, NY 10019 United States",ITALIAN_RESTAURANT,4.6,2.0,Italian Restaurant,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/0a/81/eb/8a/wwwkobe-spacom.jpg,"Felice 56 is a cozy wine bar located on the Upper East Side of Manhattan. The space is small and intimate, with a long bar and a few small tables. The walls are lined with bottles of wine, and the menu features a wide selection of wines by the glass and b",0,Italian Restaurant
ven_495843304f594b6f355130526b6f775978656f435636394a496843,46277047,40.7715,-73.9654,237,Ralph Lauren Men's Flagship,"867 Madison Ave New York, NY 10021 United States",APPAREL,4.3,4.0,Fashion Convenience,Upper East Side,https://media-cdn.tripadvisor.com/media/photo-l/05/ff/8a/69/ralph-lauren.jpg,"Ralph Lauren Men's Flagship is a store located on Madison Avenue in New York City. The store sells men's clothing, accessories, and fragrances. The store is decorated in a classic style with dark wood floors and rich colors. The clothing is displayed on r",0,Fashion Convenience
ven_495a76784756397a636c61526b6f77595659624d79624f4a496843,68541530,40.7844,-73.9735,239,Tarallucci e Vino Upper West Side,"475 Columbus Ave New York, NY 10024 United States",ITALIAN_RESTAURANT,4.3,2.0,Italian Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/29/c0/1a/fb/ling-spa-upper-west-side.jpg,"Tarallucci e Vino Upper West Side is a cozy Italian restaurant located on the Upper West Side of Manhattan. The restaurant has a warm and inviting atmosphere, with exposed brick walls and dark wood floors. The menu features a variety of traditional Italia",0,Italian Restaurant
ven_495f6e76636f42494a6841526b6f77595650686c735f774a496843,20648115,40.7718,-73.9826,142,Dante Park,"Columbus Ave & W 63rd St. New York, NY 10023 United States",PARK,4.4,-1.0,Park,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/12/81/f8/4b/photo0jpg.jpg,Dante Park is a small park located in the heart of the Financial District in New York City. The park is named after the Italian poet Dante Alighieri and features a statue of him in the center. The park is surrounded by tall buildings and is a popular lunc,0,Park
ven_495f727346415163724f64526b6f77325f784f413864794a496843,67631765,40.7946,-73.9582,43,The Loch,"Central Park West New York, NY 10026 United States",PARK,4.6,-1.0,Park,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/0e/66/02/31/foto-tras-las-rejas-ya.jpg,"The Loch is a beautiful and serene spot located in the heart of nature. It is the perfect place to relax and take in the stunning scenery. The Loch is also great for fishing, swimming, and canoeing.",7766189,Park
ven_496166424b6e594d315673526b6f7759525073506f58434a496843,20614058,40.7813,-73.974,239,American Museum of Natural History,"200 Central Park West New York, NY 10024 United States",MUSEUM,4.6,-1.0,Cultural Heritage,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/01/42/e8/78/hayden-planetarium.jpg,No need to settle for just looking at the stars - this $210 million planetarium is a virtual joyride through the universe.,102751,Cultural Heritage
ven_49617343525a5972794235526b6f775a707135475357484a496843,43610160,40.7539,-73.9853,100,L’Adresse American Bistro,"1065 6th Ave New York, NY 10018 United States",AMERICAN_RESTAURANT,4.4,2.0,American Restaurant,Chelsea/Greenwhich market,https://media-cdn.tripadvisor.com/media/photo-l/0d/7f/91/39/el-empire-state-desde.jpg,"L’Adresse American Bistro is a charming restaurant located in the heart of downtown Los Angeles. The restaurant has a warm and inviting atmosphere, with an elegant yet comfortable decor. The menu features classic American cuisine with a French twist, and ",10197402,American Restaurant
ven_49696f3179734b6a693473526b6f77595249534f6865434a496843,88211826,40.7866,-73.9755,239,Jacob's Pickles,"509 Amsterdam Ave New York, NY 10024 United States",AMERICAN_RESTAURANT,4.6,2.0,American Restaurant,Upper West Side,https://oaidalleapiprodscus.blob.core.windows.net/private/org-jGKlYxnaMuqEvd6EepOGn6fH/user-aymO9XagO63Y8m7z3r0a0Fg7/img-hUUBVA81pTDKQIC6eHcFTFMz.png?st=2023-08-01T15%3A57%3A26Z&se=2023-08-01T17%3A57%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/pn,"Jacob's Pickles is a cozy little restaurant located in New York City's Upper West Side. The restaurant has a warm and inviting atmosphere, with exposed brick walls and wooden floors. The menu features a variety of pickles, as well as sandwiches, burgers, ",11755193,American Restaurant
ven_496b764942506d56454b71526b6f775a564b6c5f69564a4a496843,70470340,40.7846,-73.9741,239,Carlos & Gabby's,"100 W 83rd St New York, NY 10024 United States",RESTAURANT,4.1,2.0,Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/29/c0/1a/fb/ling-spa-upper-west-side.jpg,"Carlos & Gabby's is a Mexican restaurant located in the heart of downtown. The restaurant is small, with only a few tables, but it is always packed with people. The atmosphere is loud and lively, and the food is delicious. The menu is small, but it offers",0,Restaurant
ven_496e4a6a53637471707138526b6f7759706131473859524a496843,16043955,40.786,-73.9372,-1,Ward's Island Bridge,NY 10035 United States,BRIDGE,4.6,-1.0,Scenic Landmarks,Other,https://media-cdn.tripadvisor.com/media/photo-l/0d/a0/df/59/view-from-manhattan.jpg,"Ward's Island Bridge is a small, pedestrian-only bridge that spans a narrow section of the East River between Manhattan and Ward's Island. The bridge is located just south of the larger Roosevelt Island Bridge, and provides access to a small public park o",10701500,Scenic Landmarks
ven_496f786742743433746c6f526b6f773144646a306c39344a496843,36609835,40.7677,-73.9713,43,The Arsenal,"830 5th Ave New York, NY 10065 United States",HISTORICAL,4.4,-1.0,Cultural Heritage,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/0c/5a/9b/20/the-carousel.jpg,"The Arsenal is a historic venue located in the heart of downtown Los Angeles. The venue has been host to some of the biggest names in music and entertainment, and has a capacity of over 2,000 people. The Arsenal is known for its excellent sound quality an",0,Cultural Heritage
ven_49724965316452505f3148526b6f77594a35553366315f4a496843,93918868,40.7779,-73.9697,43,The Ramble,"79th St Transverse New York, NY 10024 United States",PARK,4.8,-1.0,Park,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/10/fd/99/54/3.jpg,"The Ramble is a small music venue located in the heart of downtown Denver. The venue has a capacity of just over 200 people, and is known for its intimate atmosphere. The Ramble is known for booking a wide variety of musical acts, from up-and-coming local",555645,Park
ven_49726b487a6d4b496a5538526b6f77593949365744396f4a496843,13615083,40.7818,-73.9731,239,Rose Center for Earth and Space,"81st Street between Central Park West and Columbus Avenue New York, NY 10024 United States",MUSEUM,4.6,-1.0,Cultural Heritage,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/01/3e/a5/a4/new-york-city-ny-rose.jpg,A dizzying virtual tour of the universe (from the comfort of your seat) is just one of the exhibits at the Rose.,107358,Cultural Heritage
ven_497334794b377835486e55526b6f775964356c4b565f4a4a496843,81682556,40.7807,-73.9614,43,Ancient Playground,"Museum Mile New York, NY 10028 United States",PARK,4.6,-1.0,Park,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/12/9c/f5/7e/ancient-playground.jpg,"The Ancient Playground is a large, outdoor playground that is located in the heart of the city. It is surrounded by a tall fence and has a gate that leads into the playground. The playground has a sandpit, a swing set, a slide, and a climbing structure. T",10675665,Park
ven_497749695a725530395438526b6f7759355531676c786e4a496843,7365374,40.7645,-73.9996,50,"Intrepid Sea, Air & Space Museum","Pier 86 W 46th St New York, NY 10036 United States",MUSEUM,4.6,-1.0,Cultural Heritage,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/1f/22/8d/50/flight-deck.jpg,"The Intrepid Sea, Air & Space Museum is a nonprofit, educational institution featuring the legendary aircraft carrier Intrepid, the space shuttle Enterprise, the world's fastest jets and a guided missile submarine. Through exhibitions, educational program",143358,Cultural Heritage
ven_4d324566304a52446b6234526b6f77594e5f786c4d33344a496843,60005301,40.7699,-73.9753,43,Central Park Carousel,"1802 E 65th St New York, NY 10065 United States",OTHER,4.3,-1.0,Tourist Destination,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/0c/5a/9b/20/the-carousel.jpg,"The Central Park Carousel is a historic carousel located in Central Park in New York City. The carousel is located in the park's Southern Rink, near the entrance at Fifth Avenue and 59th Street. The carousel was built in 1908 by Charles I. D. Looff and wa",0,Tourist Destination
ven_4d396348634d4855643376526b6f775a5a664a2d61796a4a496843,1748305,40.7203,-74.0161,231,Grand Banks,"Park Pier 25 Hudson River New York, NY 10013 United States",RESTAURANT,4.4,3.0,Restaurant,Lower Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/0e/e0/a7/b8/getlstd-property-photo.jpg,"Grand Banks is a seafood restaurant located on the pier in Tribeca, New York City. The restaurant has an outdoor deck with views of the Hudson River and the Statue of Liberty. The menu features seasonal seafood dishes and the wine list includes wines from",0,Restaurant
ven_4d443645386a3859364c66526b6f7759354930487433714a496843,42751375,40.7809,-73.9766,239,Shake Shack Upper West Side,"366 Columbus Ave New York, NY 10024 United States",BURGER_RESTAURANT,4.3,2.0,Burger Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/29/c0/1a/fb/ling-spa-upper-west-side.jpg,"Shake Shack Upper West Side is a burger and shake restaurant located on the Upper West Side of Manhattan. The restaurant has a casual atmosphere, and the menu features a variety of burgers, hot dogs, shakes, and sides. The burgers are made with fresh, Ang",0,Burger Restaurant
ven_4d446b59594e4549377562526b6f77594a4651414151414a496843,52302840,40.7564,-73.9865,230,One Times Square,"1 Times Sq New York, NY 10036 United States",TOURIST_DESTINATION,4.6,-1.0,Tourist Destination,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/05/3f/34/cf/foxwoods-theater.jpg,"One Times Square, also known as the ""Crossroads of the World"", is the busiest intersection in New York City. It is located at the junction of Broadway and Seventh Avenue and is the site of the annual New Year's Eve ball drop. The square is also home to a ",2226072,Tourist Destination
ven_4d457a4474397179337835526b6f7759704a46752d77734a496843,70415931,40.7834,-73.9667,43,Arthur Ross Pinetum,"86th St Transverse New York, NY 10024 United States",BOTANICAL_GARDEN,4.7,-1.0,Nature Attractions,Upper West Side,https://oaidalleapiprodscus.blob.core.windows.net/private/org-jGKlYxnaMuqEvd6EepOGn6fH/user-aymO9XagO63Y8m7z3r0a0Fg7/img-8uy5I2oSbd1cTSAmkp43MO6E.png?st=2023-08-01T15%3A57%3A37Z&se=2023-08-01T17%3A57%3A37Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/pn,"The Arthur Ross Pinetum is a botanical garden located in Greenwich, Connecticut. The garden features a collection of over 1,000 coniferous and deciduous trees, shrubs, and vines from around the world. The garden is open to the public from April through Oc",2691482,Nature Attractions
ven_4d4e4a7a66346836745a31526b6f77597434434e4455414a496843,15730101,40.7767,-73.9789,142,Polpette 71,"71 W 71st St New York, NY 10023 United States",ITALIAN_RESTAURANT,4.5,2.0,Italian Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/05/be/0d/e4/the-comedians-club.jpg,"Polpette 71 is a quaint little Italian eatery located in the heart of the historic district of Charleston. The restaurant is situated in an old brick building on a cobblestone street, and features a cozy dining room with exposed brick walls and a small ba",0,Italian Restaurant
